"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"1556","Fritz Weber","/wiki/Fritz_Weber_(Politiker,_1911)","FDP",NA,3,0
"1557","Helene Weber","/wiki/Helene_Weber","CDU",NA,3,0
"1558","Karl Weber","/wiki/Karl_Weber_(Politiker,_1898)","CDU","61,7",3,0
"1559","Heinz Wegener","/wiki/Heinz_Wegener","SPD",NA,3,0
"1560","Heinrich Wehking","/wiki/Heinrich_Wehking","CDU",NA,3,0
"1561","Herbert Wehner","/wiki/Herbert_Wehner","SPD","54,0",3,0
"1562","Philipp Wehr","/wiki/Philipp_Wehr","SPD","46,5",3,0
"1563","August Weimer","/wiki/August_Weimer","CDU",NA,3,0
"1564","Otto Weinkamm","/wiki/Otto_Weinkamm","CSU","53,4",3,0
"1565","Erwin Welke","/wiki/Erwin_Welke","SPD",NA,3,0
"1566","Heinrich Welslau","/wiki/Heinrich_Welslau","SPD",NA,3,0
"1567","Emmi Welter","/wiki/Emmi_Welter","CDU",NA,3,0
"1568","Ernst Weltner","/wiki/Ernst_Weltner","SPD","37,8",3,0
"1569","Helmut Wendelborn","/wiki/Helmut_Wendelborn","CDU","52,3",3,0
"1570","Friedrich Werber","/wiki/Friedrich_Werber","CDU","48,8",3,0
"1571","Rudolf Werner","/wiki/Rudolf_Werner_(Politiker)","CDU",NA,3,0
"1572","Helene Wessel","/wiki/Helene_Wessel","SPD",NA,3,0
"1573","Karl Wienand","/wiki/Karl_Wienand","SPD",NA,3,0
"1574","Karl Wieninger","/wiki/Karl_Wieninger","CSU","46,5",3,0
"1575","Werner Wilhelm","/wiki/Werner_Wilhelm","SPD",NA,3,0
"1576","Hans Wilhelmi","/wiki/Hans_Wilhelmi","CDU",NA,3,0
"1577","Rudolf Will","/wiki/Rudolf_Will","FDP",NA,3,0
"1578","Friedrich Wilhelm Willeke","/wiki/Friedrich_Wilhelm_Willeke","CDU","55,7",3,1
"1579","Heinrich Windelen","/wiki/Heinrich_Windelen","CDU","66,5",3,0
"1580","Bernhard Winkelheide","/wiki/Bernhard_Winkelheide","CDU","50,5",3,0
"1581","Friedrich Winter","/wiki/Friedrich_Winter_(Politiker,_1902)","CSU","43,2",3,0
"1582","Hans-Jürgen Wischnewski","/wiki/Hans-J%C3%BCrgen_Wischnewski","SPD",NA,3,0
"1583","Franz Wittmann","/wiki/Franz_Wittmann_(Politiker)","CSU",NA,3,0
"1584","Kurt Wittmer-Eigenbrodt","/wiki/Kurt_Wittmer-Eigenbrodt","CDU","37,6",3,0
"1585","Karl Wittrock","/wiki/Karl_Wittrock","SPD",NA,3,0
"1586","Herbert Wolff","/wiki/Herbert_Wolff_(Politiker)","CDU","54,4",3,0
"1587","Jeanette Wolff","/wiki/Jeanette_Wolff","SPD",NA,3,0
"1588","Josef Worms","/wiki/Josef_Worms","CDU",NA,3,0
"1589","Franz-Josef Wuermeling","/wiki/Franz-Josef_Wuermeling","CDU","57,6",3,0
"1590","Heinrich Wullenhaupt","/wiki/Heinrich_Wullenhaupt","CDU",NA,3,0
"1591","Alois Zimmer","/wiki/Alois_Zimmer","CDU","66,9",3,0
"1592","Friedrich Zimmermann","/wiki/Friedrich_Zimmermann","CSU","59,8",3,1
"1593","Siegfried Zoglmann","/wiki/Siegfried_Zoglmann","FDP",NA,3,1
"1594","Ernst Zühlke","/wiki/Ernst_Z%C3%BChlke","SPD",NA,3,0
"1595","Ernst Achenbach","/wiki/Ernst_Achenbach","FDP",NA,4,1
"1596","Annemarie Ackermann","/wiki/Annemarie_Ackermann","CDU",NA,4,0
"1597","Konrad Adenauer","/wiki/Konrad_Adenauer","CDU","60,3",4,0
"1598","Eduard Adorno","/wiki/Eduard_Adorno","CDU","66,8",4,0
"1599","Heinrich Aigner","/wiki/Heinrich_Aigner","CSU","64,1",4,0
"1600","Luise Albertz","/wiki/Luise_Albertz","SPD",NA,4,0
"1601","Walter Althammer","/wiki/Walter_Althammer","CSU","58,6",4,0
"1602","Jakob Altmaier","/wiki/Jakob_Altmaier","SPD","45,2",4,0
"1603","Artur Anders","/wiki/Artur_Anders","SPD",NA,4,0
"1604","Walter Arendt","/wiki/Walter_Arendt","SPD","48,6",4,0
"1605","Josef Arndgen","/wiki/Josef_Arndgen","CDU","51,1",4,0
"1606","Adolf Arndt","/wiki/Adolf_Arndt","SPD",NA,4,0
"1607","Gottfried Arnold","/wiki/Gottfried_Arnold_(Politiker)","CDU","48,9",4,0
"1608","Helmut Artzinger","/wiki/Helmut_Artzinger","CDU","42,8",4,0
"1609","Albrecht Aschoff","/wiki/Albrecht_Aschoff","FDP",NA,4,1
"1610","Karl Atzenroth","/wiki/Karl_Atzenroth","FDP",NA,4,0
"1611","Heinrich Auge","/wiki/Heinrich_Auge","SPD","44,3",4,0
"1612","Fritz Baade","/wiki/Fritz_Baade","SPD","47,0",4,0
"1613","Harri Bading","/wiki/Harri_Bading","SPD","42,6",4,1
"1614","Fritz Baier","/wiki/Fritz_Baier","CDU","48,8",4,1
"1615","Albert Baldauf","/wiki/Albert_Baldauf","CDU","58,2",4,0
"1616","Siegfried Balke","/wiki/Siegfried_Balke","CSU","42,4",4,0
"1617","Bernhard Balkenhol","/wiki/Bernhard_Balkenhol_(Politiker)","CDU","61,9",4,0
"1618","Hans Bals","/wiki/Hans_Bals","SPD",NA,4,0
"1619","Willy Bartsch","/wiki/Willy_Bartsch","SPD",NA,4,0
"1620","Rainer Barzel","/wiki/Rainer_Barzel","CDU","64,9",4,0
"1621","Hannsheinz Bauer","/wiki/Hannsheinz_Bauer","SPD",NA,4,0
"1622","Josef Bauer","/wiki/Josef_Bauer_(Politiker,_1915)","CSU","64,4",4,1
"1623","Willi Bäuerle","/wiki/Willi_B%C3%A4uerle","SPD",NA,4,0
"1624","Bernhard Bauknecht","/wiki/Bernhard_Bauknecht","CDU","75,3",4,0
"1625","Rudolf Bäumer","/wiki/Rudolf_B%C3%A4umer_(Politiker)","SPD","49,0",4,0
"1626","Paul Bausch","/wiki/Paul_Bausch","CDU","36,9",4,0
"1627","Helmut Bazille","/wiki/Helmut_Bazille","SPD","38,5",4,0
"1628","Karl Bechert","/wiki/Karl_Bechert","SPD","42,4",4,0
"1629","Curt Becker","/wiki/Curt_Becker_(Politiker,_1905)","CDU",NA,4,0
"1630","Josef Becker","/wiki/Josef_Becker_(Politiker,_1905)","CDU","46,4",4,0
"1631","Walter Behrendt","/wiki/Walter_Behrendt_(Politiker)","SPD","52,8",4,0
"1632","Ernst Benda","/wiki/Ernst_Benda","CDU",NA,4,0
"1633","August Berberich","/wiki/August_Berberich","CDU","67,1",4,0
"1634","Ulrich Berger","/wiki/Ulrich_Berger_(Politiker)","CDU",NA,4,0
"1635","Margarete Berger-Heise","/wiki/Margarete_Berger-Heise","SPD",NA,4,0
"1636","Karl Bergmann","/wiki/Karl_Bergmann_(Politiker)","SPD","53,0",4,0
"1637","Karl Wilhelm Berkhan","/wiki/Karl_Wilhelm_Berkhan","SPD","43,5",4,0
"1638","August Berlin","/wiki/August_Berlin_(Politiker)","SPD","44,1",4,0
"1639","Anton Besold","/wiki/Anton_Besold","CSU","43,1",4,0
"1640","Willi Beuster","/wiki/Willi_Beuster_(Politiker,_1908)","SPD","52,0",4,0
"1641","Karl Bewerunge","/wiki/Karl_Bewerunge","CDU",NA,4,0
"1642","Lucie Beyer","/wiki/Lucie_Beyer","SPD","47,1",4,0
"1643","Hermann Biechele","/wiki/Hermann_Biechele","CDU","53,1",4,0
"1644","Curt Biegler","/wiki/Curt_Biegler","SPD",NA,4,0
"1645","Adolf Bieringer","/wiki/Adolf_Bieringer","CDU","60,4",4,0
"1646","Günter Biermann","/wiki/G%C3%BCnter_Biermann","SPD",NA,4,0
"1647","Willi Birkelbach","/wiki/Willi_Birkelbach","SPD","42,6",4,0
"1648","Kurt Birrenbach","/wiki/Kurt_Birrenbach","CDU",NA,4,1
"1649","Otto Fürst von Bismarck","/wiki/Otto_F%C3%BCrst_von_Bismarck","CDU","44,9",4,1
"1650","Peter Blachstein","/wiki/Peter_Blachstein","SPD","47,9",4,0
"1651","Theodor Blank","/wiki/Theodor_Blank","CDU","71,9",4,0
"1652","Paul Bleiß","/wiki/Paul_Blei%C3%9F","SPD","44,0",4,0
"1653","Hildegard Bleyler","/wiki/Hildegard_Bleyler","CDU",NA,4,0
"1654","Hans Blöcker","/wiki/Hans_Bl%C3%B6cker","CDU","42,2",4,0
"1655","Irma Blohm","/wiki/Irma_Blohm","CDU",NA,4,0
"1656","Erik Blumenfeld","/wiki/Erik_Blumenfeld","CDU",NA,4,0
"1657","Ernst von Bodelschwingh","/wiki/Ernst_von_Bodelschwingh_(Politiker)","CDU",NA,4,0
"1658","Franz Böhm","/wiki/Franz_B%C3%B6hm_(Wirtschaftswissenschaftler)","CDU",NA,4,0
"1659","Georg Böhme","/wiki/Georg_B%C3%B6hme","CDU",NA,4,1
"1660","Holger Börner","/wiki/Holger_B%C3%B6rner","SPD","51,6",4,0
"1661","Peter Wilhelm Brand","/wiki/Peter_Wilhelm_Brand","CDU","46,4",4,0
"1662","Willy Brandt","/wiki/Willy_Brandt","SPD",NA,4,0
"1663","Max Brauer","/wiki/Max_Brauer","SPD","43,2",4,0
"1664","Aenne Brauksiepe","/wiki/Aenne_Brauksiepe","CDU","50,0",4,0
"1665","Josef Braun","/wiki/Josef_Braun_(Politiker,_1907)","SPD",NA,4,0
"1666","Julius Brecht","/wiki/Julius_Brecht","SPD",NA,4,1
"1667","Heinz Brenck","/wiki/Heinz_Brenck","CSU","55,8",4,0
"1668","Heinrich von Brentano","/wiki/Heinrich_von_Brentano","CDU","45,1",4,0
"1669","Wilhelm Brese","/wiki/Wilhelm_Brese","CDU","42,4",4,1
"1670","Valentin Brück","/wiki/Valentin_Br%C3%BCck","CDU",NA,4,0
"1671","Eberhard Brünen","/wiki/Eberhard_Br%C3%BCnen","SPD","49,8",4,0
"1672","August Bruse","/wiki/August_Bruse","SPD",NA,4,0
"1673","Gerd Bucerius","/wiki/Gerd_Bucerius","CDU",NA,4,0
"1674","Ewald Bucher","/wiki/Ewald_Bucher","FDP",NA,4,1
"1675","Werner Buchstaller","/wiki/Werner_Buchstaller","SPD",NA,4,0
"1676","Karl August Bühler","/wiki/Karl_August_B%C3%BChler","CDU","45,6",4,0
"1677","Richard Burckardt","/wiki/Richard_Burckardt","FDP",NA,4,1
"1678","Fritz Burgbacher","/wiki/Fritz_Burgbacher","CDU","64,4",4,0
"1679","Alfred Burgemeister","/wiki/Alfred_Burgemeister","CDU","44,5",4,0
"1680","Arthur Busch","/wiki/Arthur_Busch","SPD",NA,4,0
"1681","Hermann Busse","/wiki/Hermann_Busse_(Politiker)","FDP",NA,4,0
"1682","Fritz Büttner","/wiki/Fritz_B%C3%BCttner","SPD","46,3",4,1
"1683","Hermann Conring","/wiki/Hermann_Conring_(Politiker)","CDU","49,7",4,1
"1684","Fritz Corterier","/wiki/Fritz_Corterier","SPD",NA,4,0
"1685","Johann Cramer","/wiki/Johann_Cramer_(Politiker)","SPD","44,3",4,0
"1686","Herbert Czaja","/wiki/Herbert_Czaja","CDU",NA,4,0
"1687","Rolf Dahlgrün","/wiki/Rolf_Dahlgr%C3%BCn","FDP",NA,4,1
"1688","Werner Danz","/wiki/Werner_Danz","FDP",NA,4,0
"1689","Thomas Dehler","/wiki/Thomas_Dehler","FDP",NA,4,0
"1690","Heinrich Deist","/wiki/Heinrich_Deist","SPD","50,6",4,1
"1691","Rembert van Delden","/wiki/Rembert_van_Delden","CDU",NA,4,0
"1692","Volrad Deneke","/wiki/Volrad_Deneke","FDP",NA,4,0
"1693","Arved Deringer","/wiki/Arved_Deringer","CDU","36,2",4,0
"1694","Hans Dichgans","/wiki/Hans_Dichgans","CDU",NA,4,0
"1695","Hermann Diebäcker","/wiki/Hermann_Dieb%C3%A4cker","CDU","58,7",4,1
"1696","Bruno Diekmann","/wiki/Bruno_Diekmann","SPD",NA,4,0
"1697","Emmy Diemer-Nicolaus","/wiki/Emmy_Diemer-Nicolaus","FDP",NA,4,0
"1698","Stefan Dittrich","/wiki/Stefan_Dittrich","CSU","63,8",4,0
"1699","Clara Döhring","/wiki/Clara_D%C3%B6hring","SPD","37,9",4,0
"1700","Werner Dollinger","/wiki/Werner_Dollinger","CSU","51,7",4,0
"1701","Wilhelm Dopatka","/wiki/Wilhelm_Dopatka","SPD",NA,4,0
"1702","Wolfgang Döring","/wiki/Wolfgang_D%C3%B6ring_(Politiker)","FDP",NA,4,0
"1703","Wolfram Dörinkel","/wiki/Wolfram_D%C3%B6rinkel","FDP",NA,4,0
"1704","Wolfram Dorn","/wiki/Wolfram_Dorn_(Politiker)","FDP",NA,4,0
"1705","Hans Drachsler","/wiki/Hans_Drachsler","CSU","67,2",4,0
"1706","Heinrich Draeger","/wiki/Heinrich_Draeger","CDU","47,4",4,0
"1707","August Dresbach","/wiki/August_Dresbach","CDU","45,0",4,0
"1708","Wilhelm Dröscher","/wiki/Wilhelm_Dr%C3%B6scher","SPD","44,0",4,0
"1709","Hermann Dürr","/wiki/Hermann_D%C3%BCrr","FDP",NA,4,1
"1710","Walter Eckhardt","/wiki/Walter_Eckhardt","CSU",NA,4,1
"1711","Josef Effertz","/wiki/Josef_Effertz","FDP",NA,4,1
"1712","Georg Ehnes","/wiki/Georg_Ehnes","CSU","60,6",4,0
"1713","Hermann Ehren","/wiki/Hermann_Ehren","CDU",NA,4,0
"1714","Ernst Theodor Eichelbaum","/wiki/Ernst_Theodor_Eichelbaum","CDU",NA,4,0
"1715","Elfriede Eilers","/wiki/Elfriede_Eilers","SPD",NA,4,0
"1716","Otto Eisenmann","/wiki/Otto_Eisenmann","FDP",NA,4,1
"1717","Alexander Elbrächter","/wiki/Alexander_Elbr%C3%A4chter","CDU",NA,4,0
"1718","Ilse Elsner","/wiki/Ilse_Elsner","SPD",NA,4,0
"1719","Hans Georg Emde","/wiki/Hans_Georg_Emde","FDP",NA,4,0
"1720","Ernst Engelbrecht-Greve","/wiki/Ernst_Engelbrecht-Greve","CDU","41,3",4,1
"1721","Margarete Engländer","/wiki/Margarete_Engl%C3%A4nder","CDU",NA,4,0
"1722","Erhard Eppler","/wiki/Erhard_Eppler","SPD",NA,4,1
"1723","Ludwig Erhard","/wiki/Ludwig_Erhard","CDU","53,2",4,0
"1724","Fritz Erler","/wiki/Fritz_Erler","SPD",NA,4,0
"1725","Josef Ertl","/wiki/Josef_Ertl","FDP",NA,4,1
"1726","Fritz Eschmann","/wiki/Fritz_Eschmann","SPD",NA,4,0
"1727","Franz Etzel","/wiki/Franz_Etzel","CDU","41,5",4,0
"1728","Bert Even","/wiki/Bert_Even","CDU",NA,4,0
"1729","Johannes Even","/wiki/Johannes_Even","CDU","57,0",4,0
"1730","Karl-Heinz Exner","/wiki/Karl-Heinz_Exner","CDU",NA,4,0
"1731","Franz Falke","/wiki/Franz_Falke_(Politiker)","CDU","59,0",4,0
"1732","Walter Faller","/wiki/Walter_Faller","SPD",NA,4,0
"1733","Josef Felder","/wiki/Josef_Felder","SPD",NA,4,0
"1734","Werner Figgen","/wiki/Werner_Figgen","SPD","46,6",4,0
"1735","Hermann Finckh","/wiki/Hermann_Finckh","CDU","38,1",4,0
"1736","Gerhard Flämig","/wiki/Gerhard_Fl%C3%A4mig","SPD",NA,4,0
"1737","Hedi Flitz","/wiki/Hedi_Flitz","FDP",NA,4,0
"1738","Erwin Folger","/wiki/Erwin_Folger","SPD",NA,4,0
"1739","Egon Franke","/wiki/Egon_Franke","SPD","44,1",4,0
"1740","Ludwig Franz","/wiki/Ludwig_Franz","CSU","55,9",4,0
"1741","Jakob Franzen","/wiki/Jakob_Franzen","CDU",NA,4,0
"1742","Günter Frede","/wiki/G%C3%BCnter_Frede","SPD","43,0",4,0
"1743","Heinz Frehsee","/wiki/Heinz_Frehsee","SPD","44,6",4,0
"1744","Martin Frey","/wiki/Martin_Frey_(Politiker)","CDU",NA,4,0
"1745","Brigitte Freyh","/wiki/Brigitte_Freyh","SPD",NA,4,0
"1746","Ferdinand Friedensburg","/wiki/Ferdinand_Friedensburg_(Politiker,_1886)","CDU",NA,4,0
"1747","Walter Fritsch","/wiki/Walter_Fritsch_(Politiker)","SPD",NA,4,0
"1748","Gerhard Fritz","/wiki/Gerhard_Fritz_(Politiker)","CDU",NA,4,0
"1749","Liselotte Funcke","/wiki/Liselotte_Funcke","FDP",NA,4,0
"1750","Friedrich Funk","/wiki/Friedrich_Funk_(Politiker,_1900)","CSU","56,7",4,0
"1751","Hans Furler","/wiki/Hans_Furler","CDU","52,9",4,1
"1752","Walter Gaßmann","/wiki/Walter_Ga%C3%9Fmann","CDU","53,6",4,0
"1753","Gustav-Adolf Gedat","/wiki/Gustav-Adolf_Gedat","CDU","37,3",4,0
"1754","Albrecht Gehring","/wiki/Albrecht_Gehring","CDU",NA,4,0
"1755","Hans Geiger","/wiki/Hans_Geiger_(Politiker)","SPD",NA,4,0
"1756","Helmut Geiger","/wiki/Helmut_Geiger_(Politiker,_1928)","CSU",NA,4,0
"1757","Ingeborg Geisendörfer","/wiki/Ingeborg_Geisend%C3%B6rfer","CSU",NA,4,0
"1758","Horst Gerlach","/wiki/Horst_Gerlach_(Politiker)","SPD",NA,4,0
"1759","Walter Richard Gerlich","/wiki/Walter_Richard_Gerlich","CDU",NA,4,0
"1760","Heinrich Gerns","/wiki/Heinrich_Gerns","CDU","43,5",4,0
"1761","Eugen Gerstenmaier","/wiki/Eugen_Gerstenmaier","CDU","42,0",4,0
"1762","Heinrich Gewandt","/wiki/Heinrich_Gewandt","CDU",NA,4,0
"1763","Paul Gibbert","/wiki/Paul_Gibbert","CDU","60,7",4,0
"1764","Christian Giencke","/wiki/Christian_Giencke","CDU","46,8",4,0
"1765","Franz Gleissner","/wiki/Franz_Gleissner","CSU","51,8",4,0
"1766","Eugen Glombig","/wiki/Eugen_Glombig","SPD",NA,4,0
"1767","Hermann Glüsing","/wiki/Hermann_Gl%C3%BCsing","CDU","50,7",4,1
"1768","Wilhelm Goldhagen","/wiki/Wilhelm_Goldhagen","CDU","41,4",4,0
"1769","Wilhelm Gontrum","/wiki/Wilhelm_Gontrum","CDU",NA,4,0
"1770","Karl Gossel","/wiki/Karl_Gossel","CDU","35,4",4,0
"1771","Leo Gottesleben","/wiki/Leo_Gottesleben","CDU","55,7",4,0
"1772","Hermann Götz","/wiki/Hermann_G%C3%B6tz_(Politiker,_1914)","CDU","54,1",4,0
"1773","Johann Baptist Gradl","/wiki/Johann_Baptist_Gradl","CDU",NA,4,0
"1774","Annemarie Griesinger","/wiki/Annemarie_Griesinger","CDU",NA,4,0
"1775","Kurt Gscheidle","/wiki/Kurt_Gscheidle","SPD","40,3",4,0
"1776","Max Güde","/wiki/Max_G%C3%BCde","CDU","45,9",4,1
"1777","Bernhard Günther","/wiki/Bernhard_G%C3%BCnther_(Politiker)","CDU","66,6",4,0
"1778","Karl Theodor Freiherr von und zu Guttenberg","/wiki/Karl_Theodor_Freiherr_von_und_zu_Guttenberg","CSU","67,7",4,0
"1779","Hermann Haage","/wiki/Hermann_Haage","SPD",NA,4,0
"1780","Centa Haas","/wiki/Centa_Haas","CSU",NA,4,0
"1781","Detlef Haase","/wiki/Detlef_Haase","SPD",NA,4,0
"1782","Lothar Haase","/wiki/Lothar_Haase","CDU",NA,4,0
"1783","Marlis Gräfin vom Hagen","/wiki/Marlis_Gr%C3%A4fin_vom_Hagen","CDU",NA,4,0
"1784","Karl Hahn","/wiki/Karl_Hahn_(Politiker,_1901)","CDU",NA,4,0
"1785","Wilhelm Hahn","/wiki/Wilhelm_Hahn","CDU",NA,4,0
"1786","Heinrich Hamacher","/wiki/Heinrich_Hamacher","SPD",NA,4,0
"1787","Ludwig Hamm","/wiki/Ludwig_Hamm","FDP",NA,4,0
"1788","Walter Hammersen","/wiki/Walter_Hammersen","FDP",NA,4,0
"1789","Fritz von Haniel-Niethammer","/wiki/Fritz_von_Haniel-Niethammer","CSU",NA,4,0
"1790","Hermann Hansing","/wiki/Hermann_Hansing","SPD","44,3",4,0
"1791","Walter Harm","/wiki/Walter_Harm_(Politiker)","SPD",NA,4,0
"1792","Johann Harnischfeger","/wiki/Johann_Harnischfeger","CDU","46,6",4,0
"1793","Kurt Härzschel","/wiki/Kurt_H%C3%A4rzschel","CDU",NA,4,0
"1794","Herbert Hauffe","/wiki/Herbert_Hauffe","SPD","43,1",4,0
"1795","Hugo Hauser","/wiki/Hugo_Hauser","CDU","57,7",4,0
"1796","Erwin Häussler","/wiki/Erwin_H%C3%A4ussler","CDU",NA,4,0
"1797","Bruno Heck","/wiki/Bruno_Heck","CDU","49,6",4,0
"1798","Johann Karl Heide","/wiki/Johann_Karl_Heide","SPD",NA,4,0
"1799","Rudolf-Ernst Heiland","/wiki/Rudolf-Ernst_Heiland","SPD",NA,4,0
"1800","Gustav Heinemann","/wiki/Gustav_Heinemann","SPD","44,3",4,0
"1801","Martin Heix","/wiki/Martin_Heix","CDU","45,4",4,0
"1802","Josef Hellenbrock","/wiki/Josef_Hellenbrock","SPD",NA,4,0
"1803","Walther Hellige","/wiki/Walther_Hellige","FDP",NA,4,0
"1804","Hermann Herberts","/wiki/Hermann_Herberts","SPD",NA,4,0
"1805","Luise Herklotz","/wiki/Luise_Herklotz","SPD",NA,4,0
"1806","Hans Hermsdorf","/wiki/Hans_Hermsdorf","SPD","37,1",4,0
"1807","Karl Herold","/wiki/Karl_Herold","SPD",NA,4,0
"1808","Carl Hesberg","/wiki/Carl_Hesberg","CDU","50,3",4,0
"1809","Clemens Hesemann","/wiki/Clemens_Hesemann","CDU","64,4",4,0
"1810","Hedda Heuser","/wiki/Hedda_Heuser-Schreiber","FDP",NA,4,0
"1811","Anton Hilbert","/wiki/Anton_Hilbert","CDU","55,6",4,0
"1812","Martin Hirsch","/wiki/Martin_Hirsch_(Politiker,_1913)","SPD","44,0",4,0
"1813","Hermann Höcherl","/wiki/Hermann_H%C3%B6cherl","CSU","58,3",4,1
"1814","Josef Höchst","/wiki/Josef_H%C3%B6chst","CDU",NA,4,0
"1815","Wilhelm Hoegner","/wiki/Wilhelm_Hoegner","SPD",NA,4,0
"1816","Heinrich Höfler","/wiki/Heinrich_H%C3%B6fler","CDU","49,5",4,0
"1817","Egon Höhmann","/wiki/Egon_H%C3%B6hmann","SPD","50,1",4,0
"1818","Franz Höhne","/wiki/Franz_H%C3%B6hne_(Politiker)","SPD",NA,4,0
"1819","Heinrich Holkenbrink","/wiki/Heinrich_Holkenbrink","CDU",NA,4,0
"1820","Matthias Hoogen","/wiki/Matthias_Hoogen","CDU","60,6",4,0
"1821","Fritz Wilhelm Hörauf","/wiki/Fritz_Wilhelm_H%C3%B6rauf","SPD",NA,4,0
"1822","Hans Hörmann","/wiki/Hans_H%C3%B6rmann_(Politiker)","SPD",NA,4,0
"1823","Peter Horn","/wiki/Peter_Horn_(Politiker)","CDU",NA,4,0
"1824","Heinrich Hörnemann","/wiki/Heinrich_H%C3%B6rnemann","CDU","67,6",4,0
"1825","Alex Hösl","/wiki/Alex_H%C3%B6sl","CSU","64,7",4,0
"1826","Viktor Hoven","/wiki/Viktor_Hoven","FDP",NA,4,0
"1827","Elinor Hubert","/wiki/Elinor_Hubert","SPD","47,8",4,0
"1828","Karl Hübner","/wiki/Karl_H%C3%BCbner_(Politiker)","CDU",NA,4,0
"1829","Klaus Hübner","/wiki/Klaus_H%C3%BCbner_(Politiker)","SPD",NA,4,0
"1830","Josef Hufnagel","/wiki/Josef_Hufnagel_(Politiker)","SPD",NA,4,0
"1831","Rudolf Hussong","/wiki/Rudolf_Hussong","SPD",NA,4,0
"1832","Eugen Huthmacher","/wiki/Eugen_Huthmacher","CDU","38,6",4,0
"1833","Lambert Huys","/wiki/Lambert_Huys","CDU","36,0",4,0
"1834","Joseph Illerhaus","/wiki/Joseph_Illerhaus","CDU","56,7",4,0
"1835","Wolfgang Imle","/wiki/Wolfgang_Imle","FDP",NA,4,0
"1836","Hans Iven","/wiki/Hans_Iven","SPD",NA,4,0
"1837","Maria Jacobi","/wiki/Maria_Jacobi_(Politikerin,_1906)","CDU",NA,4,0
"1838","Werner Jacobi","/wiki/Werner_Jacobi_(Politiker,_1907)","SPD",NA,4,0
"1839","Peter Jacobs","/wiki/Peter_Jacobs_(Politiker)","SPD",NA,4,0
"1840","Richard Jaeger","/wiki/Richard_Jaeger","CSU","56,2",4,0
"1841","Gerhard Jahn","/wiki/Gerhard_Jahn","SPD","41,5",4,0
"1842","Wenzel Jaksch","/wiki/Wenzel_Jaksch","SPD",NA,4,0
"1843","Johann Peter Josten","/wiki/Johann_Peter_Josten","CDU","69,0",4,0
"1844","Hans-Jürgen Junghans","/wiki/Hans-J%C3%BCrgen_Junghans","SPD","46,8",4,0
"1845","Gerhard Jungmann","/wiki/Gerhard_Jungmann","CDU",NA,4,0
"1846","Heinrich Junker","/wiki/Heinrich_Junker_(Politiker,_1923)","SPD","47,1",4,0
"1847","Nikolaus Jürgensen","/wiki/Nikolaus_J%C3%BCrgensen","SPD","47,8",4,0
"1848","Rudolf Kaffka","/wiki/Rudolf_Kaffka","SPD",NA,4,0
"1849","Georg Kahn-Ackermann","/wiki/Georg_Kahn-Ackermann","SPD",NA,4,0
"1850","Hellmut Kalbitzer","/wiki/Hellmut_Kalbitzer","SPD","47,3",4,0
"1851","Margot Kalinke","/wiki/Margot_Kalinke","CDU",NA,4,0
"1852","Karl Kanka","/wiki/Karl_Kanka","CDU",NA,4,0
"1853","Hans Katzer","/wiki/Hans_Katzer","CDU","46,5",4,0
"1854","Irma Keilhack","/wiki/Irma_Keilhack","SPD","46,2",4,0
"1855","Ernst Keller","/wiki/Ernst_Keller_(Politiker,_September_1900)","FDP",NA,4,0
"1856","Emil Kemmer","/wiki/Emil_Kemmer","CSU","62,7",4,0
"1857","Friedrich Kempfler","/wiki/Friedrich_Kempfler","CSU","74,3",4,1
"1858","Alma Kettig","/wiki/Alma_Kettig","SPD",NA,4,0
"1859","Emilie Kiep-Altenloh","/wiki/Emilie_Kiep-Altenloh","FDP",NA,4,0
"1860","Arthur Killat","/wiki/Arthur_Killat","SPD",NA,4,0
"1861","Liesel Kipp-Kaule","/wiki/Liesel_Kipp-Kaule","SPD",NA,4,0
"1862","Marie-Elisabeth Klee","/wiki/Marie-Elisabeth_Klee","CDU",NA,4,0
"1863","Günter Klein","/wiki/G%C3%BCnter_Klein_(Politiker,_1900)","SPD",NA,4,0
"1864","Johann Klein","/wiki/Johann_Klein_(Politiker,_1902)","CDU","46,3",4,0
"1865","Ingeborg Kleinert","/wiki/Ingeborg_Kleinert_(Politikerin,_1926)","SPD",NA,4,0
"1866","Georg Kliesing","/wiki/Georg_Kliesing","CDU","59,1",4,0
"1867","Hans-Jürgen Klinker","/wiki/Hans-J%C3%BCrgen_Klinker","CDU",NA,4,0
"1868","Ludwig Knobloch","/wiki/Ludwig_Knobloch","CDU",NA,4,0
"1869","Friedrich Knorr","/wiki/Friedrich_Knorr_(Politiker)","CSU","41,4",4,0
"1870","Gerhard Koch","/wiki/Gerhard_Koch_(Politiker,_1906)","SPD","45,7",4,0
"1871","Jakob Koenen","/wiki/Jakob_Koenen","SPD",NA,4,0
"1872","Richard Kohlberger","/wiki/Richard_Kohlberger","SPD",NA,4,0
"1873","Oswald Adolph Kohut","/wiki/Oswald_Adolph_Kohut","FDP",NA,4,0
"1874","Willy Könen","/wiki/Willy_K%C3%B6nen","SPD",NA,4,0
"1875","Hermann Kopf","/wiki/Hermann_Kopf","CDU","48,2",4,0
"1876","Lisa Korspeter","/wiki/Lisa_Korspeter","SPD",NA,4,0
"1877","Edith Krappe","/wiki/Edith_Krappe","SPD",NA,4,0
