"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"1878","Friedrich Kraus","/wiki/Friedrich_Kraus_(Politiker)","SPD",NA,4,0
"1879","Reinhold Kreitmeyer","/wiki/Reinhold_Kreitmeyer","FDP",NA,4,0
"1880","Gerhard Kreyssig","/wiki/Gerhard_Kreyssig","SPD",NA,4,0
"1881","Herbert Kriedemann","/wiki/Herbert_Kriedemann","SPD","48,4",4,0
"1882","Heinrich Krone","/wiki/Heinrich_Krone","CDU",NA,4,0
"1883","Georg Krug","/wiki/Georg_Krug_(Politiker,_1906)","CSU","56,1",4,0
"1884","Hans Krüger","/wiki/Hans_Kr%C3%BCger_(Politiker,_1902)","CDU",NA,4,1
"1885","Ewald Krümmer","/wiki/Ewald_Kr%C3%BCmmer","FDP",NA,4,0
"1886","Werner Kubitza","/wiki/Werner_Kubitza_(Politiker,_1919)","FDP",NA,4,0
"1887","Paul Kübler","/wiki/Paul_K%C3%BCbler","SPD",NA,4,0
"1888","Edeltraud Kuchtner","/wiki/Edeltraud_Kuchtner","CSU",NA,4,0
"1889","Knut von Kühlmann-Stumm","/wiki/Knut_von_K%C3%BChlmann-Stumm","FDP",NA,4,0
"1890","Friedrich Kühn","/wiki/Friedrich_K%C3%BChn_(Politiker)","CDU","41,0",4,0
"1891","Heinz Kühn","/wiki/Heinz_K%C3%BChn","SPD",NA,4,0
"1892","Walther Kühn","/wiki/Walther_K%C3%BChn","FDP",NA,4,0
"1893","Alwin Kulawig","/wiki/Alwin_Kulawig","SPD",NA,4,0
"1894","Ernst Kuntscher","/wiki/Ernst_Kuntscher","CDU",NA,4,1
"1895","Georg Kurlbaum","/wiki/Georg_Kurlbaum","SPD",NA,4,0
"1896","Josef Kurtz","/wiki/Josef_Kurtz","CDU",NA,4,0
"1897","Georg Lang","/wiki/Georg_Lang_(Politiker)","CSU",NA,4,0
"1898","Erwin Lange","/wiki/Erwin_Lange_(Politiker)","SPD","46,9",4,0
"1899","Walter Langebeck","/wiki/Walter_Langebeck","SPD",NA,4,0
"1900","Hans Lautenschlager","/wiki/Hans_Lautenschlager","SPD",NA,4,0
"1901","Georg Leber","/wiki/Georg_Leber","SPD","45,4",4,0
"1902","Albert Leicht","/wiki/Albert_Leicht","CDU","54,2",4,0
"1903","Ernst Lemmer","/wiki/Ernst_Lemmer","CDU",NA,4,0
"1904","Karl Heinz Lemmrich","/wiki/Karl_Heinz_Lemmrich","CSU",NA,4,0
"1905","Hubert Lemper","/wiki/Hubert_Lemper","SPD",NA,4,0
"1906","Aloys Lenz","/wiki/Aloys_Lenz_(Politiker,_1910)","CDU","53,6",4,0
"1907","Hans Lenz","/wiki/Hans_Lenz_(Politiker,_1907)","FDP",NA,4,0
"1908","Werner Lenz","/wiki/Werner_Lenz_(Politiker)","SPD","50,6",4,0
"1909","Franz Lenze","/wiki/Franz_Lenze","CDU","70,8",4,0
"1910","Gottfried Leonhard","/wiki/Gottfried_Leonhard","CDU","45,1",4,0
"1911","Josef Lermer","/wiki/Josef_Lermer","CSU","67,3",4,0
"1912","Edmund Leukert","/wiki/Edmund_Leukert","CSU",NA,4,0
"1913","Harry Liehr","/wiki/Harry_Liehr","SPD",NA,4,0
"1914","Karl Löbe","/wiki/Karl_L%C3%B6be","FDP",NA,4,0
"1915","Fritz Logemann","/wiki/Fritz_Logemann","FDP",NA,4,0
"1916","Ulrich Lohmar","/wiki/Ulrich_Lohmar","SPD",NA,4,0
"1917","Walter Löhr","/wiki/Walter_L%C3%B6hr","CDU",NA,4,0
"1918","Dora Lösche","/wiki/Dora_L%C3%B6sche","SPD",NA,4,0
"1919","Johannes Lücke","/wiki/Johannes_L%C3%BCcke","SPD",NA,4,0
"1920","Paul Lücke","/wiki/Paul_L%C3%BCcke","CDU","57,2",4,0
"1921","Hans August Lücker","/wiki/Hans_August_L%C3%BCcker","CSU","60,6",4,0
"1922","Manfred Luda","/wiki/Manfred_Luda","CDU",NA,4,0
"1923","Adolf Ludwig","/wiki/Adolf_Ludwig","SPD",NA,4,0
"1924","Karl-Heinz Lünenstraß","/wiki/Karl-Heinz_L%C3%BCnenstra%C3%9F","SPD",NA,4,0
"1925","Wilhelm Maibaum","/wiki/Wilhelm_Maibaum","SPD",NA,4,0
"1926","Josef Maier","/wiki/Josef_Maier_(Politiker)","CDU",NA,4,0
"1927","Ernst Majonica","/wiki/Ernst_Majonica","CDU","57,0",4,0
"1928","Konrad Mälzig","/wiki/Konrad_M%C3%A4lzig","FDP",NA,4,0
"1929","Georg Baron Manteuffel-Szoege","/wiki/Georg_Baron_Manteuffel-Szoege","CSU","45,9",4,0
"1930","Robert Margulies","/wiki/Robert_Margulies","FDP",NA,4,0
"1931","Werner Marquardt","/wiki/Werner_Marquardt","SPD","49,0",4,0
"1932","Berthold Martin","/wiki/Berthold_Martin","CDU",NA,4,0
"1933","Franz Marx","/wiki/Franz_Marx_(Politiker,_1903)","SPD","43,1",4,0
"1934","Hans Matthöfer","/wiki/Hans_Matth%C3%B6fer","SPD","44,8",4,0
"1935","Kurt Mattick","/wiki/Kurt_Mattick","SPD",NA,4,0
"1936","Oskar Matzner","/wiki/Oskar_Matzner","SPD",NA,4,0
"1937","Eugen Maucher","/wiki/Eugen_Maucher","CDU",NA,4,0
"1938","Adolf Mauk","/wiki/Adolf_Mauk","FDP",NA,4,0
"1939","Agnes Katharina Maxsein","/wiki/Agnes_Katharina_Maxsein","CDU",NA,4,0
"1940","Hedwig Meermann","/wiki/Hedwig_Meermann","SPD",NA,4,0
"1941","Hans Meis","/wiki/Hans_Meis","CDU",NA,4,0
"1942","Linus Memmel","/wiki/Linus_Memmel","CSU","55,7",4,0
"1943","Erich Mende","/wiki/Erich_Mende","FDP",NA,4,0
"1944","Theodor Mengelkamp","/wiki/Theodor_Mengelkamp","CDU","44,1",4,0
"1945","Josef Menke","/wiki/Josef_Menke_(Politiker)","CDU","71,8",4,0
"1946","Alexander Menne","/wiki/Alexander_Menne","FDP",NA,4,0
"1947","Walter Menzel","/wiki/Walter_Menzel","SPD",NA,4,0
"1948","Hans-Joachim von Merkatz","/wiki/Hans-Joachim_von_Merkatz","CDU",NA,4,0
"1949","Hans Merten","/wiki/Hans_Merten","SPD","42,2",4,0
"1950","Werner Mertes","/wiki/Werner_Mertes","FDP",NA,4,0
"1951","Rudolf Metter","/wiki/Rudolf_Metter","SPD",NA,4,0
"1952","Ludwig Metzger","/wiki/Ludwig_Metzger","SPD","44,6",4,0
"1953","Erich Meyer","/wiki/Erich_Meyer_(Politiker,_1900)","SPD","50,7",4,0
"1954","Ernst Meyer","/wiki/Ernst_Meyer_(Jurist)","SPD","43,8",4,0
"1955","Philipp Meyer","/wiki/Philipp_Meyer_(Politiker)","CSU","64,8",4,1
"1956","Wilhelm Michels","/wiki/Wilhelm_Michels_(Politiker)","SPD","49,4",4,0
"1957","Josef Mick","/wiki/Josef_Mick","CDU",NA,4,0
"1958","Herwart Miessner","/wiki/Herwart_Miessner","FDP",NA,4,0
"1959","Wolfgang Mischnick","/wiki/Wolfgang_Mischnick","FDP",NA,4,0
"1960","Artur Missbach","/wiki/Artur_Missbach","CDU","32,9",4,0
"1961","Karl Moersch","/wiki/Karl_Moersch","FDP",NA,4,0
"1962","Alex Möller","/wiki/Alex_M%C3%B6ller","SPD",NA,4,0
"1963","Karl Mommer","/wiki/Karl_Mommer","SPD","41,4",4,0
"1964","Heinz Morgenstern","/wiki/Heinz_Morgenstern","SPD","43,2",4,0
"1965","Klaus Freiherr von Mühlen","/wiki/Klaus_Freiherr_von_M%C3%BChlen","FDP",NA,4,0
"1966","Adolf Müller","/wiki/Adolf_M%C3%BCller_(Politiker,_1916)","CDU",NA,4,0
"1967","Hans Müller","/wiki/Hans_M%C3%BCller_(Politiker,_1898)","SPD",NA,4,0
"1968","Heinrich Müller","/wiki/Heinrich_M%C3%BCller_(Politiker,_1919)","SPD","41,6",4,0
"1969","Johannes Müller","/wiki/Johannes_M%C3%BCller_(Politiker,_1905)","CDU",NA,4,0
"1970","Josef Müller","/wiki/Josef_M%C3%BCller_(Politiker,_1919)","CDU","56,2",4,0
"1971","Karl Müller","/wiki/Karl_M%C3%BCller_(Politiker,_1897)","SPD",NA,4,0
"1972","Willy Müller","/wiki/Willy_M%C3%BCller_(Politiker,_1903)","SPD","44,1",4,0
"1973","Adolf Müller-Emmert","/wiki/Adolf_M%C3%BCller-Emmert","SPD","41,4",4,0
"1974","Ernst Müller-Hermann","/wiki/Ernst_M%C3%BCller-Hermann","CDU",NA,4,0
"1975","Leonhard Murr","/wiki/Leonhard_Murr","FDP",NA,4,0
"1976","Franzjosef Müser","/wiki/Franzjosef_M%C3%BCser","CDU",NA,4,0
"1977","Peter Nellen","/wiki/Peter_Nellen","SPD",NA,4,0
"1978","Kurt Neubauer","/wiki/Kurt_Neubauer_(Politiker)","SPD",NA,4,0
"1979","Erich Peter Neumann","/wiki/Erich_Peter_Neumann","CDU",NA,4,1
"1980","Franz Neumann","/wiki/Franz_Neumann_(Politiker)","SPD",NA,4,0
"1981","Wilhelm Nieberg","/wiki/Wilhelm_Nieberg","CDU","34,9",4,0
"1982","Alois Niederalt","/wiki/Alois_Niederalt","CSU","74,2",4,0
"1983","Uwe-Jens Nissen","/wiki/Uwe-Jens_Nissen","SPD","43,0",4,0
"1984","Theodor Oberländer","/wiki/Theodor_Oberl%C3%A4nder","CDU",NA,4,1
"1985","Richard Oetzel","/wiki/Richard_Oetzel","CDU",NA,4,0
"1986","Wilhelm Ohlemeyer","/wiki/Wilhelm_Ohlemeyer","SPD",NA,4,0
"1987","Erich Ollenhauer","/wiki/Erich_Ollenhauer","SPD","53,9",4,0
"1988","Alfred Ollesch","/wiki/Alfred_Ollesch","FDP",NA,4,0
"1989","Rudolf Opitz","/wiki/Rudolf_Opitz_(Politiker)","FDP",NA,4,0
"1990","Maria Pannhoff","/wiki/Maria_Pannhoff","CDU",NA,4,0
"1991","Ernst Paul","/wiki/Ernst_Paul","SPD",NA,4,0
"1992","Willi Peiter","/wiki/Willi_Peiter","SPD",NA,4,0
"1993","Georg Peters","/wiki/Georg_Peters_(Politiker,_1908)","SPD","48,6",4,0
"1994","Walter Peters","/wiki/Walter_Peters","FDP",NA,4,0
"1995","Robert Pferdmenges","/wiki/Robert_Pferdmenges","CDU",NA,4,0
"1996","Walter Pflaumbaum","/wiki/Walter_Pflaumbaum","CDU","36,6",4,0
"1997","Gerhard Philipp","/wiki/Gerhard_Philipp","CDU",NA,4,0
"1998","Elisabeth Pitz-Savelsberg","/wiki/Elisabeth_Pitz-Savelsberg","CDU",NA,4,0
"1999","Arnold Poepke","/wiki/Arnold_Poepke","CDU",NA,4,0
"2000","Kurt Pohle","/wiki/Kurt_Pohle","SPD",NA,4,0
"2001","Hans-Jürgen Pohlenz","/wiki/Hans-J%C3%BCrgen_Pohlenz","SPD",NA,4,0
"2002","Heinz Pöhler","/wiki/Heinz_P%C3%B6hler","SPD",NA,4,0
"2003","Josef Porten","/wiki/Josef_Porten","CDU",NA,4,0
"2004","Konrad Porzner","/wiki/Konrad_Porzner","SPD",NA,4,0
"2005","Ludwig Preiß","/wiki/Ludwig_Prei%C3%9F_(Politiker)","CDU",NA,4,0
"2006","Moritz-Ernst Priebe","/wiki/Moritz-Ernst_Priebe","SPD",NA,4,0
"2007","Maria Probst","/wiki/Maria_Probst","CSU","68,7",4,0
"2008","Willy Max Rademacher","/wiki/Willy_Max_Rademacher","FDP",NA,4,0
"2009","August Ramminger","/wiki/August_Ramminger","CSU","68,3",4,0
"2010","Egon Wilhelm Ramms","/wiki/Egon_Wilhelm_Ramms","FDP",NA,4,0
"2011","Will Rasner","/wiki/Will_Rasner","CDU","40,8",4,0
"2012","Hans Rauhaus","/wiki/Hans_Rauhaus","CDU","40,0",4,0
"2013","Karl Ravens","/wiki/Karl_Ravens","SPD","36,9",4,0
"2014","Karl Regling","/wiki/Karl_Regling","SPD",NA,4,0
"2015","Luise Rehling","/wiki/Luise_Rehling","CDU",NA,4,0
"2016","Reinhold Rehs","/wiki/Reinhold_Rehs","SPD",NA,4,1
"2017","Gerhard Reichhardt","/wiki/Gerhard_Reichhardt","SPD",NA,4,0
"2018","Martin Reichmann","/wiki/Martin_Reichmann","FDP",NA,4,1
"2019","Carl Reinhard","/wiki/Carl_Reinhard_(Politiker)","CDU",NA,4,0
"2020","Gerhard Reischl","/wiki/Gerhard_Reischl","SPD",NA,4,0
"2021","Wilhelm Reitz","/wiki/Wilhelm_Reitz","SPD","45,2",4,0
"2022","Richard Reitzner","/wiki/Richard_Reitzner","SPD",NA,4,0
"2023","Annemarie Renger","/wiki/Annemarie_Renger","SPD",NA,4,0
"2024","Hans Richarts","/wiki/Hans_Richarts","CDU","76,5",4,0
"2025","Clemens Riedel","/wiki/Clemens_Riedel_(Politiker)","CDU",NA,4,0
"2026","Karl Riegel","/wiki/Karl_Riegel","SPD",NA,4,0
"2027","Walter Rieger","/wiki/Walter_Rieger_(Politiker)","FDP",NA,4,0
"2028","Fritz Rinderspacher","/wiki/Fritz_Rinderspacher","SPD",NA,4,0
"2029","Heinrich Georg Ritzel","/wiki/Heinrich_Georg_Ritzel","SPD","47,2",4,0
"2030","Carl Roesch","/wiki/Carl_Roesch_(Politiker)","SPD","36,6",4,0
"2031","Helmut Rohde","/wiki/Helmut_Rohde","SPD",NA,4,0
"2032","Dietrich Rollmann","/wiki/Dietrich_Rollmann","CDU",NA,4,0
"2033","Josef Rommerskirchen","/wiki/Josef_Rommerskirchen","CDU","59,1",4,0
"2034","Josef Rösing","/wiki/Josef_R%C3%B6sing","CDU",NA,4,0
"2035","Kurt Ross","/wiki/Kurt_Ross","SPD",NA,4,0
"2036","Margarete Rudoll","/wiki/Margarete_Rudoll","SPD",NA,4,0
"2037","Thomas Ruf","/wiki/Thomas_Ruf","CDU","39,0",4,0
"2038","Franz Ruland","/wiki/Franz_Ruland_(Politiker)","CDU",NA,4,0
"2039","Wolfgang Rutschke","/wiki/Wolfgang_Rutschke","FDP",NA,4,0
"2040","Heinrich Sander","/wiki/Heinrich_Sander_(Politiker)","FDP",NA,4,0
"2041","Fritz Sänger","/wiki/Fritz_S%C3%A4nger","SPD",NA,4,0
"2042","Karl-Heinz Saxowski","/wiki/Karl-Heinz_Saxowski","SPD",NA,4,0
"2043","Friedrich Schäfer","/wiki/Friedrich_Sch%C3%A4fer_(Politiker,_1915)","SPD",NA,4,0
"2044","Marta Schanzenbach","/wiki/Marta_Schanzenbach","SPD",NA,4,0
"2045","Walter Scheel","/wiki/Walter_Scheel","FDP",NA,4,1
"2046","Ernst Schellenberg","/wiki/Ernst_Schellenberg_(Politiker)","SPD",NA,4,0
"2047","Heinrich Scheppmann","/wiki/Heinrich_Scheppmann","CDU",NA,4,0
"2048","Josef Scheuren","/wiki/Josef_Scheuren","SPD",NA,4,0
"2049","Albrecht Schlee","/wiki/Albrecht_Schlee","CSU",NA,4,0
"2050","Josef Schlick","/wiki/Josef_Schlick","CDU","43,6",4,0
"2051","Helmut Schlüter","/wiki/Helmut_Schl%C3%BCter","SPD",NA,4,0
"2052","Carlo Schmid","/wiki/Carlo_Schmid","SPD","44,4",4,0
"2053","Hansheinrich Schmidt","/wiki/Hansheinrich_Schmidt","FDP",NA,4,0
"2054","Helmut Schmidt","/wiki/Helmut_Schmidt","SPD","46,9",4,0
"2055","Hermann Schmidt","/wiki/Hermann_Schmidt_(Politiker,_1917)","SPD","41,6",4,0
"2056","Horst Schmidt","/wiki/Horst_Schmidt_(Politiker,_1925)","SPD","45,6",4,0
"2057","Martin Schmidt","/wiki/Martin_Schmidt_(Politiker,_1914)","SPD","40,4",4,0
"2058","Otto Schmidt","/wiki/Otto_Schmidt_(Politiker,_1902)","CDU","39,8",4,0
"2059","Walter Schmidt","/wiki/Walter_Schmidt_(Politiker,_1907)","SPD","45,2",4,0
"2060","Hermann Schmitt-Vockenhausen","/wiki/Hermann_Schmitt-Vockenhausen","SPD","47,6",4,0
"2061","Kurt Schmücker","/wiki/Kurt_Schm%C3%BCcker","CDU","81,9",4,0
"2062","Georg Schneider","/wiki/Georg_Schneider_(Politiker,_1892)","CDU",NA,4,0
"2063","Heinrich Schneider","/wiki/Heinrich_Schneider_(Politiker,_1907)","FDP",NA,4,1
"2064","Erwin Schoettle","/wiki/Erwin_Schoettle","SPD","43,1",4,0
"2065","Christa Schroeder","/wiki/Christa_Schroeder_(Politikerin)","CDU",NA,4,0
"2066","Gerhard Schröder","/wiki/Gerhard_Schr%C3%B6der_(Politiker,_1910)","CDU","44,9",4,1
"2067","Kurt Schröder","/wiki/Kurt_Schr%C3%B6der_(Politiker)","SPD","43,8",4,0
"2068","Georg Schulhoff","/wiki/Georg_Schulhoff","CDU","44,1",4,0
"2069","Fritz-Rudolf Schultz","/wiki/Fritz-Rudolf_Schultz","FDP",NA,4,0
"2070","Hans Schütz","/wiki/Hans_Sch%C3%BCtz_(Politiker)","CSU","58,6",4,1
"2071","Klaus Schütz","/wiki/Klaus_Sch%C3%BCtz","SPD",NA,4,0
"2072","Wolfgang Schwabe","/wiki/Wolfgang_Schwabe","SPD",NA,4,0
"2073","Werner Schwarz","/wiki/Werner_Schwarz_(Politiker,_1900)","CDU","40,3",4,0
"2074","Elisabeth Schwarzhaupt","/wiki/Elisabeth_Schwarzhaupt","CDU",NA,4,0
"2075","Hermann Schwörer","/wiki/Hermann_Schw%C3%B6rer","CDU",NA,4,0
"2076","Hans-Christoph Seebohm","/wiki/Hans-Christoph_Seebohm","CDU","43,0",4,0
"2077","Roland Seffrin","/wiki/Roland_Seffrin","CDU",NA,4,0
"2078","Philipp Seibert","/wiki/Philipp_Seibert","SPD",NA,4,0
"2079","Max Seidel","/wiki/Max_Seidel_(Politiker)","SPD","40,9",4,0
"2080","Franz Seidl","/wiki/Franz_Seidl_(Politiker)","CSU","58,1",4,0
"2081","Hans Stefan Seifriz","/wiki/Hans_Stefan_Seifriz","SPD","55,5",4,0
"2082","Max Seither","/wiki/Max_Seither","SPD","41,4",4,0
"2083","Elfriede Seppi","/wiki/Elfriede_Seppi","SPD",NA,4,0
"2084","Günther Serres","/wiki/G%C3%BCnther_Serres","CDU","48,0",4,0
"2085","Walter Seuffert","/wiki/Walter_Seuffert","SPD",NA,4,0
"2086","Franz Seume","/wiki/Franz_Seume","SPD",NA,4,0
"2087","J. Hermann Siemer","/wiki/J._Hermann_Siemer","CDU",NA,4,1
"2088","Edmund Sinn","/wiki/Edmund_Sinn","CDU","54,9",4,0
"2089","Friedrich Soetebier","/wiki/Friedrich_Soetebier","FDP",NA,4,0
"2090","Josef Spies","/wiki/Josef_Spies","CSU","60,5",4,0
"2091","Kurt Spitzmüller","/wiki/Kurt_Spitzm%C3%BCller","FDP",NA,4,0
"2092","Wolfgang Stammberger","/wiki/Wolfgang_Stammberger","FDP",NA,4,0
"2093","Heinz Starke","/wiki/Heinz_Starke","FDP",NA,4,0
"2094","Robert Stauch","/wiki/Robert_Stauch","CDU","48,8",4,0
"2095","Josef Stecker","/wiki/Josef_Stecker","CDU","67,0",4,0
"2096","Gustav Stein","/wiki/Gustav_Stein_(Politiker,_1903)","CDU",NA,4,0
"2097","Fritz Steinhoff","/wiki/Fritz_Steinhoff","SPD","46,0",4,0
"2098","Willy Steinmetz","/wiki/Willy_Steinmetz","CDU",NA,4,0
"2099","Heinrich Stephan","/wiki/Heinrich_Stephan","SPD","47,5",4,0
"2100","Georg Stiller","/wiki/Georg_Stiller","CSU",NA,4,0
"2101","Josef Stingl","/wiki/Josef_Stingl","CDU",NA,4,0
"2102","Gerhard Stoltenberg","/wiki/Gerhard_Stoltenberg","CDU","48,9",4,0
"2103","Maria Stommel","/wiki/Maria_Stommel","CDU",NA,4,0
"2104","Heinrich Stooß","/wiki/Heinrich_Stoo%C3%9F","CDU","43,7",4,0
"2105","Anton Storch","/wiki/Anton_Storch_(Politiker)","CDU","47,1",4,0
"2106","Friedrich-Karl Storm","/wiki/Friedrich-Karl_Storm","CDU","43,4",4,0
"2107","Franz Josef Strauß","/wiki/Franz_Josef_Strau%C3%9F","CSU","57,7",4,0
"2108","Otto Striebeck","/wiki/Otto_Striebeck","SPD","48,1",4,0
"2109","Käte Strobel","/wiki/K%C3%A4te_Strobel","SPD","41,1",4,0
"2110","Alois Strohmayr","/wiki/Alois_Strohmayr","SPD",NA,4,0
"2111","Detlef Struve","/wiki/Detlef_Struve","CDU","47,7",4,0
"2112","Richard Stücklen","/wiki/Richard_St%C3%BCcklen","CSU","73,7",4,1
"2113","Gustav Sühler","/wiki/Gustav_S%C3%BChler","CSU","48,8",4,0
"2114","Ernst Supf","/wiki/Ernst_Supf","FDP",NA,4,0
"2115","Adolf Süsterhenn","/wiki/Adolf_S%C3%BCsterhenn","CDU",NA,4,0
"2116","Richard Tamblé","/wiki/Richard_Tambl%C3%A9","SPD",NA,4,0
"2117","Theodor Teriete","/wiki/Theodor_Teriete","CDU",NA,4,0
"2118","Hanns Theis","/wiki/Hanns_Theis","SPD","45,1",4,0
"2119","Peter Tobaben","/wiki/Peter_Tobaben","CDU","34,3",4,0
"2120","Hans Toussaint","/wiki/Hans_Toussaint","CDU","48,7",4,0
"2121","Franz Xaver Unertl","/wiki/Franz_Xaver_Unertl","CSU","68,2",4,0
"2122","Wilhelm Urban","/wiki/Wilhelm_Urban_(Politiker)","SPD",NA,4,0
"2123","Franz Varelmann","/wiki/Franz_Varelmann","CDU",NA,4,0
"2124","Arnold Verhoeven","/wiki/Arnold_Verhoeven","CDU","44,3",4,0
"2125","Elisabeth Vietje","/wiki/Elisabeth_Vietje","CDU",NA,4,0
"2126","Felix von Vittinghoff-Schell","/wiki/Felix_von_Vittinghoff-Schell","CDU","70,6",4,0
"2127","Rudolf Vogel","/wiki/Rudolf_Vogel_(Politiker,_1906)","CDU","54,3",4,0
"2128","Karl-Heinz Vogt","/wiki/Karl-Heinz_Vogt_(Politiker)","CSU","55,0",4,0
"2129","Gerhard Wacher","/wiki/Gerhard_Wacher","CSU",NA,4,0
"2130","Gerold Wächter","/wiki/Gerold_W%C3%A4chter","FDP",NA,4,0
"2131","Friedrich Wilhelm Wagner","/wiki/Friedrich_Wilhelm_Wagner_(Politiker,_1894)","SPD","47,0",4,0
"2132","Leo Wagner","/wiki/Leo_Wagner","CSU",NA,4,0
"2133","Eduard Wahl","/wiki/Eduard_Wahl","CDU","45,4",4,0
"2134","Fritz Walter","/wiki/Fritz_Walter_(Politiker)","FDP",NA,4,0
"2135","Fritz Weber","/wiki/Fritz_Weber_(Politiker,_1911)","FDP",NA,4,0
"2136","Helene Weber","/wiki/Helene_Weber","CDU",NA,4,0
"2137","Karl Weber","/wiki/Karl_Weber_(Politiker,_1898)","CDU","56,8",4,0
"2138","Heinz Wegener","/wiki/Heinz_Wegener","SPD",NA,4,0
"2139","Heinrich Wehking","/wiki/Heinrich_Wehking","CDU",NA,4,0
"2140","Herbert Wehner","/wiki/Herbert_Wehner","SPD","53,5",4,0
"2141","Franz Weigl","/wiki/Franz_Weigl","CSU","61,1",4,0
"2142","Otto Weinkamm","/wiki/Otto_Weinkamm","CSU","44,0",4,0
"2143","Paul Weinzierl","/wiki/Paul_Weinzierl","CSU","66,0",4,0
"2144","Erwin Welke","/wiki/Erwin_Welke","SPD","43,3",4,0
"2145","Hans Wellmann","/wiki/Hans_Wellmann_(Politiker,_1911)","SPD",NA,4,0
"2146","Heinrich Welslau","/wiki/Heinrich_Welslau","SPD","48,3",4,0
"2147","Emmi Welter","/wiki/Emmi_Welter","CDU",NA,4,0
"2148","Ernst Weltner","/wiki/Ernst_Weltner","SPD","43,3",4,0
"2149","Helmut Wendelborn","/wiki/Helmut_Wendelborn","CDU","43,5",4,0
"2150","Rudolf Werner","/wiki/Rudolf_Werner_(Politiker)","CDU",NA,4,0
"2151","Helene Wessel","/wiki/Helene_Wessel","SPD",NA,4,0
"2152","Karl Wienand","/wiki/Karl_Wienand","SPD",NA,4,0
"2153","Karl Wieninger","/wiki/Karl_Wieninger","CSU","42,1",4,0
"2154","Werner Wilhelm","/wiki/Werner_Wilhelm","SPD",NA,4,0
"2155","Hans Wilhelmi","/wiki/Hans_Wilhelmi","CDU",NA,4,0
"2156","Friedrich Wilhelm Willeke","/wiki/Friedrich_Wilhelm_Willeke","CDU","48,8",4,1
"2157","Heinrich Windelen","/wiki/Heinrich_Windelen","CDU","63,0",4,0
"2158","Bernhard Winkelheide","/wiki/Bernhard_Winkelheide","CDU",NA,4,0
"2159","Friedrich Winter","/wiki/Friedrich_Winter_(Politiker,_1902)","CSU",NA,4,0
"2160","Ladislaus Winterstein","/wiki/Ladislaus_Winterstein","SPD",NA,4,0
"2161","Hans-Jürgen Wischnewski","/wiki/Hans-J%C3%BCrgen_Wischnewski","SPD",NA,4,0
"2162","Franz Wittmann","/wiki/Franz_Wittmann_(Politiker)","CSU",NA,4,0
"2163","Kurt Wittmer-Eigenbrodt","/wiki/Kurt_Wittmer-Eigenbrodt","CDU",NA,4,0
"2164","Karl Wittrock","/wiki/Karl_Wittrock","SPD","39,1",4,0
"2165","Willi Wolf","/wiki/Willi_Wolf_(Politiker,_1924)","SPD",NA,4,0
"2166","Franz-Josef Wuermeling","/wiki/Franz-Josef_Wuermeling","CDU","53,1",4,0
"2167","Heinrich Wullenhaupt","/wiki/Heinrich_Wullenhaupt","CDU",NA,4,0
"2168","Erich Ziegler","/wiki/Erich_Ziegler_(Politiker)","CSU",NA,4,0
"2169","Alois Zimmer","/wiki/Alois_Zimmer","CDU","62,0",4,0
"2170","Else Zimmermann","/wiki/Else_Zimmermann","SPD",NA,4,0
"2171","Friedrich Zimmermann","/wiki/Friedrich_Zimmermann","CSU","60,3",4,1
"2172","Georg-August Zinn","/wiki/Georg-August_Zinn","SPD",NA,4,0
"2173","Siegfried Zoglmann","/wiki/Siegfried_Zoglmann","FDP",NA,4,1
"2174","Ernst Zühlke","/wiki/Ernst_Z%C3%BChlke","SPD",NA,4,0
"2175","Manfred Abelein","/wiki/Manfred_Abelein","CDU","57,7",5,0
"2176","Ernst Achenbach","/wiki/Ernst_Achenbach","FDP",NA,5,1
"2177","Rudi Adams","/wiki/Rudi_Adams","SPD",NA,5,0
"2178","Konrad Adenauer","/wiki/Konrad_Adenauer","CDU","59,6",5,0
"2179","Eduard Adorno","/wiki/Eduard_Adorno","CDU","66,1",5,0
"2180","Hermann Ahrens","/wiki/Hermann_Ahrens","SPD",NA,5,1
"2181","Heinrich Aigner","/wiki/Heinrich_Aigner","CSU","67,8",5,0
"2182","Luise Albertz","/wiki/Luise_Albertz","SPD","52,6",5,0
"2183","Walter Althammer","/wiki/Walter_Althammer","CSU","60,6",5,0
"2184","Hans Apel","/wiki/Hans_Apel","SPD","46,1",5,0
"2185","Walter Arendt","/wiki/Walter_Arendt","SPD",NA,5,0
"2186","Adolf Arndt","/wiki/Adolf_Arndt","SPD",NA,5,0
"2187","Claus Arndt","/wiki/Claus_Arndt","SPD",NA,5,0
"2188","Klaus Dieter Arndt","/wiki/Klaus_Dieter_Arndt","SPD",NA,5,0
"2189","Gottfried Arnold","/wiki/Gottfried_Arnold_(Politiker)","CDU","50,5",5,0
"2190","Helmut Artzinger","/wiki/Helmut_Artzinger","CDU","58,1",5,0
"2191","Heinrich Auge","/wiki/Heinrich_Auge","SPD","51,1",5,0
"2192","Harri Bading","/wiki/Harri_Bading","SPD","45,7",5,1
"2193","Fritz Baier","/wiki/Fritz_Baier","CDU","54,4",5,1
"2194","Siegfried Balke","/wiki/Siegfried_Balke","CSU",NA,5,0
"2195","Bernhard Balkenhol","/wiki/Bernhard_Balkenhol_(Politiker)","CDU","60,5",5,0
"2196","Hans Bals","/wiki/Hans_Bals","SPD",NA,5,0
